Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Chad Kuhl","CHW",0,2,1,21,1,42.1,8.716536480344814,4.0393705640622315,1.0629922537005871,0.3135593220338983,0.71929825,0.446280991,0.113636363,95.15062411326282,4.677165916282584,3.88,4.320053028645007,4.3589076933249675,0.18737450242042542,"Chad Kuhl",14975,641771
"Sean Hjelle","SFG",3,3,0,43,0,61.2,8.464866261228202,1.1675677601694072,1.313513730190583,0.29310344827586204,0.74912892,0.594444444,0.225,,3.6486492505293975,3.39,3.6652753602439736,2.7504572330284587,0.1841030716896057,"Sean Hjelle",21481,663546
"Joel Payamps","MIL",3,5,6,53,0,46.2,8.100001103537574,2.8928575369777048,1.157143014791082,0.21774193548387097,0.72115385,0.372093023,0.109090909,94.82129329004329,3.4714290443732456,4.61,4.126858420274713,4.240559702028497,0.18258045613765717,"Joel Payamps",14332,606303
"Roansy Contreras","- - -",2,2,2,39,3,54.2,8.396342439923918,3.951219971728903,0.9878049929322258,0.2751677852348993,0.74695122,0.418300653,0.09090909,94.97784007679333,3.7865858062401987,4.34,4.205255622710606,4.607095990983268,0.182022076100111,"Roansy Contreras",22810,672710
"Tyler Phillips","PHI",4,1,0,7,6,36,6.75,1.75,1.75,0.2803738317757009,0.66298343,0.429824561,0.175,,5.5,5.51,4.940350352393256,4.095523263348474,0.17839263379573822,"Tyler Phillips",20629,663969
"James McArthur","KCR",4,5,18,48,0,49.2,7.067114998620949,1.6308726919894496,1.2684565382140163,0.33986928104575165,0.65359477,0.522012578,0.159090909,94.94153941761364,4.711409999080632,4.49,4.149149882115269,3.658777616802324,0.17729461193084717,"James McArthur",21527,663704
"Carlos Hernández","KCR",0,1,0,15,0,15.2,8.042554497017475,5.170213605225519,0,0.2826086956521739,0.63636364,0.347826086,0,98.07889229910714,3.446809070150346,3.67,3.0987427770201017,5.51574681807871,0.17719310522079468,"Carlos Hernandez",22713,672578
"Jake Cousins","NYY",1,0,1,24,0,27.2,12.36144862380628,3.5783140753123446,1.301205118295398,0.21818181818181817,0.86065574,0.396551724,0.173913043,94.64202880859375,1.951807677443097,3.64,3.8131751337631776,3.1928284583191435,0.17571821808815002,"Jake Cousins",21620,664776
"Dillon Tate","BAL",2,1,1,29,0,33.1,6.210000947570945,2.4300003707886306,0.5400000823974735,0.32727272727272727,0.66390041,0.508928571,0.064516129,93.89016723632812,4.590000700378525,3.96,3.7325726615905896,4.361202483981405,0.17213113605976105,"Dillon Tate",17796,622253
"Yilber Diaz","ARI",1,1,0,4,4,20,6.3,3.6,0.9,0.2711864406779661,0.73275862,0.35,0.09090909,95.79669093586388,4.05,4.28,4.262572574615479,4.628693756461144,0.17096631228923798,"Yilber Diaz",29271,700270
"Greg Weissert","BOS",2,2,1,47,0,48.1,9.124139611315952,3.351724755177288,1.3034485159022788,0.3333333333333333,0.64784053,0.4,0.127272727,94.09406371437824,4.096552478550019,3.24,4.134986546796544,3.975801533183794,0.17043055593967438,"Greg Weissert",20375,669711
"Tyler Wells","BAL",0,2,0,3,3,15.1,7.630434940803257,1.7608696017238286,1.7608696017238286,0.3125,0.5952381,0.372549019,0.130434782,93.01465941011236,5.869565339079428,7.48,4.597355213057117,4.32586037634845,0.16713084280490875,"Tyler Wells",20000,669330
"Ryan Burr","TOR",0,1,0,19,0,18.1,11.290912223375416,3.927273816826232,0.981818454206558,0.28888888888888886,0.54455446,0.340425531,0.1,94.02630447247707,5.400001498136069,4.43,3.380754453328047,3.6149242854140433,0.16679270565509796,"Ryan Burr",17536,621114
"Scott Barlow","CLE",3,3,2,58,0,48.2,11.835619840016253,5.547946800007619,0.9246578000012698,0.3008849557522124,0.75,0.466101694,0.142857142,91.72026553961749,4.068494320005588,4.02,3.8406549612830765,3.594345576007151,0.16608382761478424,"Scott Barlow",14993,605130
"Carlos Carrasco","CLE",3,10,0,21,21,103.2,7.72668829244358,2.864951838771215,1.649517725353124,0.3089700996677741,0.66450567,0.465408805,0.169642857,91.7931534426714,5.6430869551554235,4.64,4.927845929817945,4.181621758048231,0.16584639251232147,"Carlos Carrasco",6632,471911
"AJ Smith-Shawver","ATL",0,0,0,1,1,4.1,8.307692917141027,4.153846458570514,0,0.25,1,0.25,0,96.4449488863032,0,2.76,2.701034079218755,5.147785644638581,0.1632896363735199,"AJ Smith-Shawver",29960,700363
"Devin Williams","MIL",0,0,5,9,0,8.2,16.615385834282055,5.192308073213143,1.0384616146426284,0.3333333333333333,0.8490566,0.5,0.25,94.83199757543103,3.1153848439278855,2.52,3.047187950766298,2.2462597165611813,0.1606644243001938,"Devin Williams",15816,642207
"Anthony Maldonado","MIA",0,1,1,11,1,13,5.5384619447606855,3.4615387154754282,0.6923077430950857,0.32558139534883723,0.59139785,0.309523809,0.052631578,93.29657273065476,6.230769687855771,3.91,4.085649565408927,5.2993770988577715,0.1522069275379181,"Anthony Maldonado",26034,687424
"Michael Kelly","OAK",3,2,0,28,0,31.1,6.3191503466069205,2.872341066639509,0.5744682133279019,0.27472527472527475,0.77956989,0.388888888,0.05,95.40186848958334,2.5851069599755583,3.56,3.8327854901646976,4.936601421464095,0.15143786370754242,"Michael Kelly",12791,547184
"Sean Reynolds","SDP",0,0,0,6,0,7.1,14.727275280913489,2.454545880152248,0,0.4117647058823529,0.9,0.25,0,96.9518310546875,1.227272940076124,1.76,1.1171176744886053,2.9760135302766377,0.15055423974990845,"Sean Reynolds",22253,669308
"Jonathan Loáisiga","NYY",1,0,0,3,0,4,6.75,2.25,0,0.4375,1,0.5625,0,98.49819946289062,0,4.28,2.4125725746154787,3.1699003845453264,0.14943158626556396,"Jonathan Loaisiga",19753,642528
"Kodai Senga","NYM",1,0,0,1,1,5.1,15.187500905245596,1.687500100582844,1.687500100582844,0.125,0.76923077,0.222222222,0.333333333,95.9504815463362,3.375000201165688,4.8,3.3500725857913505,1.7645662774588886,0.14554007351398468,"Kodai Senga",31838,673540
"Eduardo Salazar","- - -",0,0,0,12,0,17.1,8.826924210116854,4.1538466871138136,0.5192308358892267,0.34615384615384615,0.8984375,0.528301886,0.083333333,95.88047485351562,1.55769250766768,4.7,3.3356495199118874,3.634257295072868,0.1431028489023447,"Eduardo Salazar",23135,674285
"Kyle Hurt","LAD",0,1,0,3,1,6.2,4.050000386238135,1.350000128746045,0,0.34782608695652173,0.77777778,0.347826086,0,95.47313793285473,1.350000128746045,5.92,2.712572531700131,4.075762719577804,0.1363639384508133,"Kyle Hurt",27514,669165
"Matt Barnes","WSN",0,0,0,14,0,13.1,6.750000643730225,2.70000025749209,0.6750000643730225,0.3333333333333333,0.48387097,0.422222222,0.055555555,91.7982190860215,6.750000643730225,5.81,3.5375726103782696,4.607357799211524,0.1334076225757599,"Matt Barnes",12863,598264
"Luis García","- - -",5,1,4,54,0,53.1,8.26875123213995,2.531250377185699,1.3500002011657062,0.2967741935483871,0.625,0.503067484,0.177777777,96.34255523681641,5.062500754371398,3.72,4.287572742253567,3.615563321372978,0.13236373662948608,"Luis Garcia",6984,472610
"Landen Roupp","SFG",0,0,0,14,0,22,9.000001560558243,4.090909800253747,0.4090909800253747,0.328125,0.63291139,0.421875,0.052631578,93.81815962357955,4.909091760304496,4.93,3.2534816812877843,3.9706843864353027,0.13082541525363922,"Landen Roupp",30076,694738
"Héctor Neris","CHC",8,4,17,46,0,44,9.409091724837193,5.3181822792558044,0.8181818891162776,0.31092436974789917,0.76923077,0.408333333,0.083333333,93.29319971079691,3.8863639733023185,4.55,4.0943908372201285,4.564924281497583,0.12957653403282166,"Hector Neris",11804,593576
"Nick Nelson","PHI",0,0,0,3,0,3.1,13.50000128746045,0,0,0.6,0.66666667,0.4,0,93.90216619318181,5.40000051498418,2.19,0.16257228851315686,1.9801592056833874,0.12865380942821503,"Nick Nelson",20153,656793
"Ethan Roberts","CHC",0,0,0,6,0,10,9,3.6,0,0.40625,0.94117647,0.25,0,,0.9,3.59,2.362572574615479,4.483090442419052,0.1270875334739685,"Ethan Roberts",24930,681799
"Sixto Sánchez","MIA",0,3,0,14,7,35.2,4.289719817336244,3.532710437806318,0.7570093795299253,0.32,0.55555556,0.484126984,0.076923076,94.08609454180743,6.0560750362394025,5.1,4.732666102529398,5.295420403529453,0.12579627335071564,"Sixto Sanchez",19680,664350
"Austin Voth","SEA",2,4,0,56,0,50.1,8.761590953375626,2.1456957436838264,1.2516558504822322,0.23076923076923078,0.68720379,0.348148148,0.118644067,93.71333644701087,3.0397356368854207,3.12,3.9175395955412693,3.8850498196975307,0.12356314808130264,"Austin Voth",15047,608723
"Joe Kelly","LAD",1,0,0,29,0,25,10.440001593017822,4.320000659179788,1.080000164794947,0.34375,0.7183908,0.476923076,0.15,98.64838115985577,4.680000714111437,4.13,4.08257271499636,3.734297157741483,0.12336188554763794,"Joe Kelly",9761,523260
"Jackson Rutledge","WSN",0,0,0,2,1,5.2,11.117648306190077,3.176470944625736,1.588235472312868,0.2857142857142857,0.71428571,0.4,0.2,96.16304432262073,4.764706416938604,6.64,4.044925614789294,3.087268701336931,0.12154951319098473,"Jackson Rutledge",26215,671131
"Naoyuki Uwasawa","BOS",0,0,0,2,0,4,6.75,4.5,0,0.18181818181818182,0.75,0.363636363,0,89.90042114257812,2.25,2.68,3.1625725746154787,5.055892099440098,0.11874374747276306,"Naoyuki Uwasawa",33828,683822
"Yosver Zulueta","CIN",0,0,0,8,0,11.2,8.485714748149041,3.857143067340473,0,0.2903225806451613,0.66666667,0.612903225,0,95.87235260009766,3.0857144538723786,3.56,2.8197154130741033,3.8583364661496784,0.1128774955868721,"Yosver Zulueta",27765,691172
"Josh Winckowski","BOS",4,1,0,28,6,55.2,6.305389941711191,3.2335333034416363,1.1317366562045728,0.28,0.6980057,0.514124293,0.142857142,94.92477101293103,3.7185632989578816,4.83,4.689518856796251,4.388048020684128,0.11273019015789032,"Josh Winckowski",22387,670174
"Joel Kuhnel","- - -",0,0,0,4,0,7,5.142857142857143,0,0,0.22727272727272727,0.33333333,0.545454545,0,94.73441162109376,5.142857142857143,3.08,2.448286860329764,4.1793218544551305,0.1120629059150815,"Joel Kuhnel",19995,669270
"Jakob Junis","- - -",4,0,1,17,1,36,6.750000357627887,1.5000000794728638,1.2500000662273867,0.2647058823529412,0.75757576,0.345794392,0.128205128,92.82265331127026,3.2500001721912053,4.74,4.13479484834789,3.9701162055820163,0.10960978269577026,"Jakob Junis",13619,596001
"Yohan Ramírez","- - -",0,5,1,38,0,45,9.000001525879165,3.40000057644324,0.8000001356337035,0.34615384615384615,0.59392265,0.438461538,0.09090909,94.93939584585337,6.200001051161203,4.55,4.2514616481169085,4.576902753822357,0.10898790881037712,"Yohan Ramirez",19444,670990
"Gregory Santos","SEA",0,1,0,6,0,5.1,8.437503520400801,1.6875007040801602,0,0.35294117647058826,0.5,0.647058823,0,97.5602035522461,6.750002816320641,4.64,2.412572261690963,2.696570308907875,0.10561810433864594,"Gregory Santos",21894,666619
"José Ureña","TEX",4,8,1,29,9,93,5.903226290731639,3.290322850571733,1.161290417848847,0.2736842105263158,0.74175824,0.5,0.129032258,96.55502755301339,3.9677422609835604,4.34,4.689454420305629,4.5266906719740465,0.10533824749290943,"Jose Urena",11589,570632
"Humberto Castellanos","ARI",0,0,1,7,0,10.1,6.0967749437855066,3.483871396448861,0,0.3142857142857143,0.64705882,0.257142857,0,90.58530495383523,5.225807094673291,5.16,3.5496693964431305,5.162044932123598,0.10469662398099899,"Humberto Castellanos",21183,528748
"Trevor Richards","- - -",2,2,1,53,2,61.1,8.657609952082213,4.5489137036364165,1.027174062111449,0.20125786163522014,0.62700965,0.359756097,0.0875,92.3460181451613,4.40217455190621,3.39,4.336485788457135,4.828427972710398,0.10406558122485876,"Trevor Richards",19309,670950
"Hunter Bigge","- - -",0,0,0,8,1,7.1,9.818183600410281,4.9090918002051405,0,0.2631578947368421,0.88888889,0.368421052,0,97.67678460842225,1.2272729500512851,2.98,2.6171179301482415,4.269469815389989,0.10145271010696888,"Hunter Bigge",26259,685801
"Luis Contreras","HOU",0,0,0,5,0,6,9.000001430511702,3.000000476837234,0,0.3888888888888889,0.33333333,0.333333333,0,91.82793799867021,9.000001430511702,3.15,2.162572415669734,3.929670919712122,0.09915300458669662,"Luis Contreras",25839,664351
"Max Lazar","PHI",0,0,0,4,0,3.2,9.818183520608992,0,0,0.1111111111111111,1,0.333333333,0,93.37399704391892,0,1.15,0.980754014480147,2.6331058862917316,0.09895247220993042,"Max Lazar",23426,676661
"Joe Musgrove","SDP",3,4,0,12,12,58,7.913793623943567,2.7931036319800824,1.5517242399889348,0.33125,0.75,0.417647058,0.169491525,92.7174331872172,4.965517567964591,5.7,5.041883043046521,4.341274058548433,0.09872806817293167,"Joe Musgrove",12970,605397
"Brock Stewart","MIN",0,0,0,16,0,15.2,11.48936286777769,4.595745147111075,1.1489362867777688,0.35135135135135137,0.69306931,0.358974358,0.142857142,97.2030505164195,5.1702132904999605,3.94,3.800870511714239,3.4948180558575452,0.09836927801370621,"Brock Stewart",16727,592779
"Zebby Matthews","MIN",1,1,0,2,2,10,5.4,1.8,0.9,0.24242424242424243,0.47169811,0.411764705,0.0625,94.6114359273539,3.6,4.58,4.162572574615479,5.286021566390991,0.09653215855360031,"Zebby Matthews",31827,805673
"Elvis Peguero","MIL",7,3,2,49,0,48,8.062501281500067,4.500000715255851,0.7500001192093085,0.31851851851851853,0.81602374,0.565217391,0.117647058,96.81300354003906,3.000000476837234,4.05,4.079239386982412,4.068787116055018,0.09614481776952744,"Elvis Peguero",21652,665625
"Yennier Cano","BAL",4,2,5,58,0,50.1,8.761592281435016,3.5761601148714353,1.0728480344614306,0.3007518796992481,0.83617747,0.654676258,0.206896551,96.5967578125,2.8609280918971485,3.75,4.016877490945878,3.339890771444563,0.09580916911363602,"Yennier Cano",25911,666974
"Julian Merryweather","CHC",1,1,0,14,0,14,9.00000122615286,5.7857150739554095,0,0.325,0.72,0.45,0,96.38255323561947,4.50000061307643,5.51,3.7340012238950258,5.140467348237689,0.0940648540854454,"Julian Merryweather",16703,657240
"Will Warren","NYY",0,1,0,3,3,14.2,10.43181863402534,3.0681819511839237,1.8409091707103544,0.3902439024390244,0.52884615,0.363636363,0.15,93.54543698489012,8.590909463314986,3.85,4.730754460776151,4.137103007578002,0.09237772226333618,"Will Warren",30182,701542
"Daniel Palencia","CHC",0,1,1,7,0,11,9.818181818181818,6.545454545454546,0,0.3548387096774194,0.55,0.612903225,0,98.04401698681193,6.545454545454546,4.37,3.435299847342751,4.674563536318866,0.09177044034004211,"Daniel Palencia",27914,694037
"Vinny Nittoli","- - -",0,1,0,9,0,12,6.000000476837196,1.500000119209299,0.7500000596046495,0.2571428571428571,0.94339623,0.333333333,0.055555555,,1.500000119209299,3.24,3.412572594483695,4.601222785405335,0.08348697423934937,"Vinny Nittoli",16754,657697
"Chris Roycroft","STL",1,2,0,24,0,30.1,8.010990857992056,4.153847111551436,0.5934067302216337,0.2808988764044944,0.65533981,0.561797752,0.09090909,95.36741693335843,4.153847111551436,3.39,3.920814507676455,4.162213144769695,0.08313722163438797,"Chris Roycroft",31261,688297
"Justin Sterner","TBR",0,0,0,2,0,4,9,2.25,0,0.35714285714285715,0.66666667,0.428571428,0,93.62527391387195,2.25,1.19,1.9125725746154787,4.563219909369946,0.08217480778694153,"Justin Sterner",27694,686993
"Jimmy Herget","ATL",0,1,0,8,0,12.1,10.945946228077508,2.1891892456155015,1.459459497077001,0.34375,0.75757576,0.264705882,0.105263157,92.30914713541667,4.378378491231003,2.81,3.567977990470202,3.7932582755201114,0.0797676369547844,"Jimmy Herget",17556,623474
"Manuel Rodríguez","TBR",2,2,1,26,0,25,8.640001318359577,3.2400004943848413,0.720000109863298,0.23880597014925373,0.78014184,0.484848484,0.1,96.68876255580358,1.800000274658245,3.1,3.84257267837526,4.014297200466099,0.07790359854698181,"Manuel Rodriguez",20794,655889
"José Ruiz","PHI",3,1,0,37,0,37,9.243244196221037,2.4324326832160623,1.4594596099296373,0.3069306930693069,0.75757576,0.485981308,0.1875,96.48692810457516,3.8918922931456996,4.28,4.108518618088392,3.3103828556793093,0.07711464166641235,"Jose Ruiz",14552,614179
"Grant Holman","OAK",0,0,0,2,0,1.2,16.20000617981193,5.400002059937309,0,0.3333333333333333,1,0.666666666,0,94.94931640625,0,2.94,1.3625718879697089,1.3625718879697089,0.07700656354427338,"Grant Holman",30002,680880
"Chase Shugart","BOS",0,0,0,1,0,2.2,6.750001609325793,0,0,0.3333333333333333,0.66666667,0.222222222,0,95.77584075927734,3.3750008046628963,4.58,1.6625722169875248,5.070548174196625,0.07452628016471863,"Chase Shugart",21544,663767
"Alex Lange","DET",0,3,2,21,0,18.2,10.125002413988689,8.196430525609891,0,0.32,0.54285714,0.458333333,0,96.6325046705163,4.339286748852295,4.83,3.966144194773311,5.183278465205133,0.07416524738073349,"Alex Lange",19883,656638
"Noah Davis","COL",0,0,0,8,0,18.2,5.785714482774546,2.892857241387273,0.9642857471290911,0.3787878787878788,0.72847682,0.417910447,0.08,94.60774993896484,4.33928586208091,3.83,4.234001182536691,4.869700695072008,0.07207776606082916,"Noah Davis",25862,663562
"José Marte","LAA",0,0,0,14,0,19.1,6.5172424509184035,4.655173179227431,0.4655173179227431,0.24074074074074073,0.80508475,0.563636363,0.066666666,96.75828071489725,2.3275865896137153,4.13,4.093607210460965,4.596357343017606,0.06360846757888794,"Jose Marte",21761,665896
"Nabil Crismatt","LAD",1,1,0,5,0,7,7.714285714285714,0,1.2857142857142858,0.3157894736842105,0.71428571,0.45,0.166666666,90.9429867393092,2.5714285714285716,5.66,3.3054297174726215,2.746563105923789,0.05813485011458397,"Nabil Crismatt",17732,622503
"Peter Strzelecki","CLE",0,0,0,10,0,11.2,6.942858656280225,2.314286218760075,0.7714287395866917,0.30303030303030304,0.88235294,0.411764705,0.1,92.3494384765625,2.314286218760075,4.9,3.7625727054051277,3.9465632768202,0.05711159482598305,"Peter Strzelecki",21367,657265
"Anthony Molina","COL",1,1,0,28,1,47.1,5.514084877369093,3.802817156806271,0.7605634313612543,0.33544303797468356,0.59945504,0.422360248,0.08,94.82952880859375,6.464789166570661,5.73,4.430178293550902,4.931575108766726,0.05628687143325806,"Anthony Molina",26952,683627
"Eduard Bazardo","SEA",1,0,0,13,0,17.2,10.698114747549777,4.075472284780867,1.0188680711952167,0.23684210526315788,0.37037037,0.564102564,0.166666666,94.53066759224397,6.622642462768909,2.94,3.6154028284800193,3.172527336707891,0.055093467235565186,"Eduard Bazardo",20997,660825
"Connor Gillispie","CLE",0,0,0,1,0,3,9,6,0,0.2857142857142857,0.75,0.714285714,0,92.5640285326087,3,1.7,3.162572574615479,4.172342987855276,0.0533614456653595,"Connor Gillispie",26171,687362
"Ronny Henriquez","MIN",1,0,0,6,0,7,7.714286765273879,1.28571446087898,1.28571446087898,0.3181818181818182,0.78947368,0.391304347,0.111111111,95.30594308035714,3.8571433826369397,4.31,3.7340012238950258,3.8242727474417246,0.050686806440353394,"Ronny Henriquez",24094,678692
"Matt Foster","CHW",0,0,0,1,0,1,9,0,0,0,1,0,0,92.86250305175781,0,1.63,1.1625725746154787,2.677228194475174,0.048319730907678604,"Matt Foster",19647,641582
"Quinn Priester","PIT",2,6,0,10,6,44.2,6.246269012352617,2.6194031342123876,1.410447841498978,0.30405405405405406,0.66433566,0.554838709,0.179487179,93.09311837012615,5.037313719639207,4.55,4.819289086852374,4.104473430658148,0.04505348205566406,"Quinn Priester",25977,682990
"Tyler Duffey","KCR",1,0,0,9,0,9,10.0000031789154,8.000002543132318,0,0.30434782608695654,0.6875,0.304347826,0,91.09365787146227,5.0000015894577,5.23,3.940350599642232,5.7915969457438905,0.045034997165203094,"Tyler Duffey",13758,608648
"Austin Adams","OAK",1,2,0,56,0,41.1,11.540326130875043,5.00806605679483,0.8709680098773618,0.3469387755102041,0.78947368,0.366336633,0.102564102,93.60516906415344,3.919356044448128,4.05,4.469024589431521,4.640110993060656,0.04449685290455818,"Austin Adams",13801,613534
"Jordan Lyles","KCR",0,0,0,5,0,5,5.4,3.6,0,0.14285714285714285,1,0.428571428,0,90.81219803659539,0,3.99,3.1625725746154787,5.586021566390992,0.04328325018286705,"Jordan Lyles",7593,543475
"Brett de Geus","- - -",0,1,0,9,0,7.1,6.1363647003806205,1.227272940076124,0,0.36,0.61538462,0.541666666,0,,4.909091760304496,4.52,3.4352998946323954,4.2614758305381875,0.04295008862391114,"Brett de Geus",23592,676969
"Victor Mederos","LAA",0,0,0,1,0,2,13.5,4.5,0,0.5714285714285714,0.6,0.428571428,0,98.07127888997395,9,10.09,1.6625725746154787,3.177228194475174,0.042344871908426285,"Victor Mederos",31533,682989
"Domingo Germán","PIT",0,0,0,4,1,12,6,5.25,0.75,0.13333333333333333,0.95238095,0.29032258,0.055555555,90.39130015432099,1.5,4.1,5.16257257461548,6.351222671071689,0.042263567447662354,"Domingo German",17149,593334
"J.T. Ginn","OAK",0,0,0,1,0,2,13.5,4.5,0,0,1,0.666666666,0,,0,1.96,1.6625725746154787,1.6625725746154787,0.04164142534136772,"J.T. Ginn",27889,669372
"Randy Dobnak","MIN",0,0,0,4,0,7.2,8.217391985801363,5.869565704143831,0,0.36,0.64285714,0.541666666,0,93.25978716681985,5.869565704143831,3.83,3.293007368040897,4.28082633247614,0.03957521170377731,"Randy Dobnak",23798,677976
"Kyle Tyler","MIA",0,2,0,8,7,31.2,7.105263728514318,5.115789884530309,1.136842196562291,0.35106382978723405,0.73412698,0.5,0.142857142,,5.400000433670882,6.15,5.025730618981456,4.722899774326702,0.03789489343762398,"Kyle Tyler",22092,667725
"Will Klein","- - -",1,0,0,8,0,7.1,8.590910580532869,7.363637640456744,0,0.48,0.5,0.375,0,97.0912203501506,11.045456460685116,7.96,3.708027214649311,5.566923070437344,0.03722558915615082,"Will Klein",27787,694361
"Chris Stratton","KCR",4,3,4,49,0,50.2,7.460527251962267,5.328948037115905,0.7105264049487873,0.2624113475177305,0.64759036,0.472222222,0.081632653,91.99516858552632,4.796053233404314,4.37,4.366520094112035,4.805035781502813,0.0358857698738575,"Chris Stratton",13761,608717
"Carson Fulmer","LAA",0,4,0,31,7,74.1,8.596413364842736,4.237668560133743,1.3318386903277477,0.25125628140703515,0.73598131,0.39047619,0.126436781,93.36870771585052,4.237668560133743,4.58,4.7903754183493925,4.639366959224267,0.03441273048520088,"Carson Fulmer",18311,608334
"Logan Gillaspie","SDP",0,0,0,7,0,8.1,5.400000823974735,0,1.080000164794947,0.23076923076923078,0.75757576,0.222222222,0.071428571,95.18860085227273,3.2400004943848413,3.96,3.8825726844787765,4.867194276084397,0.0317838191986084,"Logan Gillaspie",22461,670810
"Luke Maile","CIN",0,0,0,2,0,3,0,0,0,0,1,0.4,0,64.58644612630208,0,1.06,3.162572574615479,6.1918838143348705,0.0315277986228466,"Luke Maile",13355,571912
"Alex Cobb","CLE",1,1,0,2,2,10.1,3.483871396448861,2.6129035473366455,0.8709678491122153,0.3235294117647059,0.66176471,0.514285714,0.083333333,94.55390167236328,4.3548392455610765,8.15,4.517411451012259,5.018301909905629,0.03150038793683052,"Alex Cobb",6562,502171
"Alek Manoah","TOR",1,2,0,5,5,24.1,9.616438858682233,2.958904264209918,1.8493151651311988,0.2,0.59090909,0.353846153,0.185185185,93.2358443233945,3.6986303302623975,4.1,5.176271309980562,4.18568365833458,0.0314713753759861,"Alek Manoah",26410,666201
"Ricky Vanasco","LAD",0,0,0,2,0,2,4.5,0,0,0.375,0,0.5,0,95.27303916529605,13.5,5.62,2.1625725746154787,2.9199003845453264,0.02935701236128807,"Ricky Vanasco",23391,676568
"Caleb Boushley","MIN",0,0,0,1,0,2,4.5,4.5,0,0.375,0.5,0.375,0,,9,2.48,3.6625725746154787,6.69188381433487,0.028895359486341476,"Caleb Boushley",19736,676961
"Nick Avila","SFG",1,0,0,8,0,11.2,10.800000588553324,2.314285840404284,1.5428572269361893,0.4166666666666667,0.46511628,0.243243243,0.125,94.99170547876602,8.485714748149041,7.34,3.762572607312886,3.611243163445096,0.026294086128473282,"Nick Avila",25667,687014
"Enrique Hernández","LAD",0,0,0,2,0,2.1,0,0,0,0.125,1,0.25,0,51.97997404399671,0,4.25,3.1625725746154787,5.109987208320704,0.02534021995961666,"Enrique Hernandez",10472,571771
"Kevin Herget","MIL",0,0,1,5,0,8.2,7.269231302498399,3.1153848439278855,1.0384616146426284,0.13636363636363635,0.89285714,0.391304347,0.111111111,93.041044921875,2.076923229285257,5.48,4.085649565408926,4.158561175996605,0.022318629547953606,"Kevin Herget",15369,643361
"Joan Adon","WSN",0,0,0,7,1,9.2,4.655173179227431,2.7931039075364588,0.9310346358454862,0.28125,0.63492063,0.59375,0.142857142,95.04125555630388,5.5862078150729175,3.69,4.714296967691289,4.466288927500224,0.021924774162471294,"Joan Adon",22925,672851
"Cole Sulser","- - -",0,0,0,5,0,5.2,14.294119250815813,4.764706416938604,1.588235472312868,0.38461538461538464,0.52631579,0.285714285,0.111111111,92.3403534470943,7.94117736156434,2.52,3.868455006754531,3.979966886101814,0.021395938470959663,"Cole Sulser",15256,642121
"J.B. Bukauskas","MIL",0,0,0,6,0,6,9.000002861023859,1.5000004768373099,1.5000004768373099,0.14285714285714285,1,0.466666666,0.2,,1.5000004768373099,7.52,3.829239453209839,2.9247855155747544,0.020272258669137955,"J.B. Bukauskas",20491,656266
"Scott Blewett","MIN",0,0,0,1,0,1,9,0,0,0,1,0.5,0,94.5876973470052,0,0.24,1.1625725746154787,2.677228194475174,0.020212208852171898,"Scott Blewett",16427,656240
"Adam Kloffenstein","STL",0,0,0,1,0,1,0,0,0,0,1,0.333333333,0,,0,1.63,3.1625725746154787,6.19188381433487,0.016614586114883423,"Adam Kloffenstein",24493,680572
"Cole Winn","TEX",0,1,0,13,0,17.1,7.269232102399991,2.076923457828569,1.0384617289142846,0.2962962962962963,0.45045045,0.375,0.1,95.77727864583333,7.788462966857134,5.34,4.258726621802779,4.50640622860352,0.015401278622448444,"Cole Winn",22113,668390
"Spencer Strider","ATL",0,0,0,2,2,9,12,5,2,0.34782608695652173,0.6557377,0.4,0.181818181,96.99991414835165,7,4.49,5.051461463504367,4.013818332221773,0.014358162879943848,"Spencer Strider",27498,675911
"Tyler Fitzgerald","SFG",0,0,0,3,0,3,0,0,0,0.42857142857142855,0.5,0.214285714,0,59.225490993923614,9,4.55,3.162572574615479,6.696769020954768,0.014057870954275131,"Tyler Fitzgerald",26208,666149
"Craig Kimbrel","BAL",6,4,23,50,0,45.2,12.613139388544647,5.1240878765962625,1.3795621206220707,0.23655913978494625,0.71713147,0.3,0.14893617,94.07015596539162,3.941606058920202,3.99,4.38885001516843,3.95502840268975,0.013624233193695545,"Craig Kimbrel",6655,518886
"Tommy Nance","TOR",0,0,0,6,0,6.1,2.8421054058127857,4.263158108719178,0,0.15,0.85714286,0.5,0,,1.4210527029063929,7.39,4.425730532754495,5.860667507803814,0.011406085453927517,"Tommy Nance",19178,667297
"Colin Holderman","PIT",3,5,0,44,0,42,10.071429486177488,4.500000408717601,1.2857144024907432,0.28440366972477066,0.75581395,0.377192982,0.127659574,97.23206583658855,3.428571739975315,4.52,4.4244774511341705,4.262306344343028,0.011082322336733341,"Colin Holderman",22361,670059
"Gordon Graceffo","STL",0,1,0,2,1,7.2,7.043478844972598,2.3478262816575324,1.1739131408287662,0.2727272727272727,0.65789474,0.409090909,0.1,93.53343023255815,4.695652563315065,5.34,4.075616128593408,4.3556017429334535,0.008706986904144287,"Gordon Graceffo",29519,700669
